vorlage_titel_de,urnengang_datum,thema,Parent,thema_ave,thema_count,thema1,Code,thema1_ave,thema1_count,thema2,thema3,stimmbeteiligung,ja_prozent,year,ImageURL
Bundesbeschluss betreffend die Uebergangsordnung des Finanzhaushaltes,1938-11-26T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuerpolitik,Alters- und Hinterbliebenenversicherung,60.35193929,72.26116254,1938,
Schweizerisches Strafgesetzbuch,1938-07-02T23:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Aufgabenteilung,Staatsschutz,57.05563822,53.46086614,1938,
Gegenentwurf zur Volksinitiative «Private Rüstungsindustrie»,1938-02-19T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Strukturpolitik,Aussenwirtschaftspolitik,54.32658643,72.55913986,1938,
Volksinitiative «Private Rüstungsindustrie»,1938-02-19T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Strukturpolitik,Aussenwirtschaftspolitik,54.32658643,13.6249331,1938,
Volksinitiative «betreffend die dringlichen Bundesbeschlüsse und die Wahrung der demokratischen Volksrechte»,1938-02-19T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,Gesetzgebungsverfahren,Referendum,54.32658643,15.21934311,1938,
Bundesbeschluss über die Revision der Art. 107 und 116 der Bundesverfassung (Anerkennung des Rätoromanischen als Nationalsprache),1938-02-19T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Sprachpolitik,1200,42.67909377,2,#N/A,#N/A,54.32645249,91.58561876,1938,
Volksinitiative «für ein Verbot der Freimaurerei»,1937-11-27T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Staatsschutz,310,54.79911082,7,Grundrechte,#N/A,64.58843139,31.31784723,1937,
Volksinitiative «für eine Totalrevision der Bundesverfassung»,1935-09-07T23:00:00Z,Staatsordnung,100,48.14813263,94,Bundesverfassung,120,48.39893792,2,#N/A,#N/A,60.89605768,27.71391793,1935,
Volksinitiative «zur Bekämpfung der Wirtschaftskrise»,1935-06-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,Beschäftigungspolitik,Geld- und Währungspolitik,84.35311428,42.8383335,1935,
Bundesgesetz über die Regelung der Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öffentlichen Strassen (Verkehrsteilungsgesetz),1935-05-04T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehrspolitik,800,47.46350524,9,Strukturpolitik,#N/A,63.16738568,32.3491959,1935,
Bundesgesetz über die Abänderung des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Neuordnung der Ausbildung),1935-02-23T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Militärische Ausbildung,320,71.76578637,2,#N/A,#N/A,79.917752,54.15783486,1935,
Bundesgesetz über den Schutz der öffentlichen Ordnung,1934-03-10T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Staatsschutz,310,54.79911082,7,Grundrechte,Medienfreiheit,78.98738167,46.18570574,1934,
"Bundesgesetz über die vorübergehende Herabsetzung der Besoldungen, Gehälter und Löhne der im Dienste des Bundes stehenden Personen",1933-05-27T23:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Spar- und Sanierungsmassnahmen,#N/A,80.508986,44.89193063,1933,
Bundesgesetz über die Besteuerung des Tabaks,1931-12-05T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,Alters- und Hinterbliebenenversicherung,#N/A,78.14719957,49.8865687,1931,
Bundesgesetz über die Alters- und Hinterlassenenversicherung,1931-12-05T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,#N/A,#N/A,78.14719957,39.69636331,1931,
"Bundesbeschluss über die Revision der Art. 76, 96 , Abs. 1, und 105, Abs. 2, der Bundesverfassung (Amtsdauer des Nationalrats, des Bundesrats und des Bundeskanzlers)",1931-03-14T23:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Parlament,Wahlsystem,53.47659162,53.6963578,1931,
Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrats),1931-03-14T23:00:00Z,Staatsordnung,100,48.14813263,94,Wahlsystem,120,55.28373256,5,Parlament,#N/A,53.47659162,53.88317089,1931,
Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung (Ordensverbot),1931-02-07T23:00:00Z,Aussenpolitik,200,50.44954623,33,Unabhängigkeit,210,41.8327019,1,Armee (allgemein),#N/A,41.8327019,70.18886943,1931,
Bundesbeschluss betreffend die Revision der Art. 31 und 32bis der Bundesverfassung und die Aufnahme eines neuen Art. 32quater (Alkoholwesen),1930-04-05T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Indirekte Steuern,Pflanzliche Produktion,75.70827056,60.57784821,1930,
Volksinitiative «für ein Branntweinverbot»,1929-05-11T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,#N/A,#N/A,66.40736094,32.6548772,1929,
Volksinitiative «betreffend die Gesetzgebung über den Strassenverkehr»,1929-05-11T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Beziehungen zwischen Bund und Kantone,Indirekte Steuern,65.08471583,37.1541159,1929,
Bundesgesetz betreffend Abänderung von Art.14 des Bundesgesetzes vom 10. Oktober 1902 betreffend den schweizerischen Zolltarif,1929-03-02T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,67.26001787,66.41985808,1929,
Gegenentwurf zur Volksinitiative «Getreideversorgung»,1929-03-02T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,67.26001787,66.89012884,1929,
Volksinitiative «Getreideversorgung»,1929-03-02T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,67.26001787,2.677370161,1929,
Volksinitiative «Kursaalspiele» (Spielbanken),1928-12-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Geldspiele,#N/A,55.522995,51.91505685,1928,
Bundesbeschluss betreffend Revision des Art. 44 der Bundesverfassung (Massnahmen gegen die Ueberfremdung),1928-05-19T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Bürgerrecht,#N/A,45.24590195,70.67591879,1928,
Bundesgesetz über den Automobil- und Fahrradverkehr,1927-05-14T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Beziehungen zwischen Bund und Kantone,#N/A,57.85378794,40.1424851,1927,
Bundesbeschluss betreffend die Abänderung des Artikels 30 der Bundesverfassung,1927-05-14T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schwerverkehr,820,46.02636737,6,Beziehungen zwischen Bund und Kantone,#N/A,55.31202078,62.64275713,1927,
Bundesbeschluss über die Aufnahme eines neuen Artikels 23bis in die Bundesverfassung betreffend die Getreideversorgung des Landes,1926-12-04T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,72.71143795,49.62480841,1926,
"Bundesbeschluss betreffend die Alters-, Hinterlassenen- und Invalidenversicherung",1925-12-05T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Indirekte Steuern,#N/A,63.07524507,65.39490287,1925,
Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer,1925-10-24T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,#N/A,#N/A,67.95218986,62.21087345,1925,
"Volksinitiative «für eine Invaliditäts-, Alters- und Hinterlassenenversicherung» (AHV)",1925-05-23T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Direkte Steuern,#N/A,68.23529412,42.00170667,1925,
Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes vom 18. Juni 1914 / 27. Juni 1919,1924-02-16T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,Arbeitszeit,#N/A,76.98438126,42.36887724,1924,
Bundesbeschluss betreffend die Revision der Art. 31 und 32bis (Alkoholwesen) der Bundesverfassung,1923-06-02T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Indirekte Steuern,Alters- und Hinterbliebenenversicherung,64.57778355,42.15925596,1923,
Volksinitiative «zur Wahrung der Volksrechte in der Zollfrage»,1923-04-14T23:00:00Z,Aussenpolitik,200,50.44954623,33,Zollwesen,260,56.70710927,3,Referendum,#N/A,65.76021862,26.76804989,1923,
Bundesbeschluss über die Ratifikation des am 7. August 1921 in Paris unterzeichneten Abkommens zwischen der Schweiz und Frankreich zur Regelung der Handelsbeziehungen und des freundnachbarlichen Grenzverkehrs zwischen den ehemaligen Freizonen Hochsavoyens,1923-02-17T23:00:00Z,Aussenpolitik,200,50.44954623,33,Aussenwirtschaftspolitik,200,48.34634639,4,Staatsverträge mit einzelnen Staaten,#N/A,53.42597112,18.47551245,1923,
Volksinitiative «Schutzhaft»,1923-02-17T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Staatsschutz,310,54.79911082,7,Grundrechte,Strafrecht,53.23802797,11.01245929,1923,
Volksinitiative «für die Einmalige Vermögensabgabe»,1922-12-02T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Direkte Steuern,610,50.08035786,14,Spar- und Sanierungsmassnahmen,Sozialversicherungen,86.25976426,12.95712298,1922,Archiv/1922.png
Bundesgesetz betreffend Abänderung des Bundesstrafrechts vom 4. Februar 1853 in bezug auf Verbrechen gegen die verfassungsmässige Ordnung und innere Sicherheit und in bezug auf die Einführung des bedingten Strafvollzugs,1922-09-23T23:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Staatsschutz,Grundrechte,70.31011626,44.63449824,1922,
Volksinitiative «betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat»,1922-06-10T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,"Regierung, Verwaltung",Wahlsystem,45.5996025,38.35292709,1922,
"Volksinitiative «betreffend die Ausweisung von Ausländern, Teil II»",1922-06-10T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Staatsschutz,#N/A,45.5996025,38.07874551,1922,
"Volksinitiative «betreffend die Erlangung des Schweizerbürgerrechts, Teil I»",1922-06-10T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Bürgerrecht,#N/A,45.5996025,15.90755312,1922,
Bundesbeschluss betreffend Aufnahme eines Artikels 37ter (Luftschiffahrt) in die Bundesverfassung,1921-05-21T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Luftverkehr,800,43.88337024,3,Beziehungen zwischen Bund und Kantone,#N/A,38.38871114,62.19066757,1921,
"Bundesbeschluss betreffend Aufnahme eines Art. 37bis und eines Art. 37ter in die Bundesverfassung (Automobil und Fahrradverkehr, Luftschiffahrt)",1921-05-21T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Beziehungen zwischen Bund und Kantone,#N/A,38.56756216,59.76626214,1921,
Volksinitiative «für die Aufhebung der Militärjustiz»,1921-01-29T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Armee (allgemein),320,51.70276136,6,Strafrecht,#N/A,63.10533874,33.57219011,1921,
Volksinitiative «für die Unterstellung von unbefristeten oder für eine Dauer von mehr als 15 Jahren abgeschlossenen Staatsverträgen unter das Referendum (Staatsvertragsreferendum)»,1921-01-29T23:00:00Z,Staatsordnung,100,48.14813263,94,Referendum,140,49.88956626,5,Aussenpolitische Grundhaltung,#N/A,63.10533874,71.35378622,1921,
Bundesgesetz betreffend die Arbeitszeit beim Betriebe der Eisenbahnen und anderer Verkehrsanstalten,1920-10-30T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitszeit,420,52.31992195,7,"Regierung, Verwaltung",#N/A,68.1030327,57.12143325,1920,
Bundesbeschluss betreffend den Beitritt der Schweiz zum Völkerbund,1920-05-15T23:00:00Z,Aussenpolitik,200,50.44954623,33,Internationale Organisationen,200,51.72301918,3,#N/A,#N/A,77.57172938,56.28788278,1920,
Gegenentwurf zur Volksinitiative «für ein Verbot der Errichtung von Spielbanken»,1920-03-20T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Geldspiele,#N/A,60.23215224,24.529741,1920,
Volksinitiative «für ein Verbot der Errichtung von Spielbanken»,1920-03-20T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Geldspiele,#N/A,60.23215224,55.29898246,1920,
Bundesgesetz betreffend die Ordnung des Arbeitsverhältnisses,1920-03-20T23:00:00Z,Wirtschaft,400,48.27157492,76,Sozialpartnerschaft,420,46.50943247,3,Beschäftigungspolitik,#N/A,60.63480988,49.80953537,1920,
Bundesbeschluss betreffend die Aufnahme von Uebergangsbestimmungen zu Art. 73 der Bundesverfassung,1919-08-09T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,"Regierung, Verwaltung",Wahlsystem,32.47827754,71.59071792,1919,
Bundesbeschluss betreffend Erlass eines Artikels der Bundesverfassung über die Erhebung einer neuen ausserordentlichen Kriegssteuer,1919-05-03T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Direkte Steuern,610,50.08035786,14,Spar- und Sanierungsmassnahmen,Armee (allgemein),53.76476249,65.06504855,1919,
Bundesbeschluss betreffend Aufnahme eines Art. 24ter in die Bundesverfassung (Schiffahrt),1919-05-03T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schifffahrt,800,53.89354254,1,Beziehungen zwischen Bund und Kantone,#N/A,53.89354254,83.60672908,1919,
Volksinitiative «für die Proporzwahl des Nationalrates»,1918-10-12T23:00:00Z,Staatsordnung,100,48.14813263,94,Wahlsystem,120,55.28373256,5,Parlament,#N/A,49.47978076,66.77664211,1918,
Volksinitiative «für die Einführung der direkten Bundessteuer»,1918-06-01T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Direkte Steuern,610,50.08035786,14,#N/A,#N/A,65.39617732,45.92738516,1918,
"Bundesbeschluss betreffend die Einfügung eines Art. 41bis und eines Artikels 42, lit.g, in die Bundesverfasssung (Stempelabgaben)",1917-05-12T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,Spar- und Sanierungsmassnahmen,Armee (allgemein),42.05688583,53.15648771,1917,
Bundesbeschluss betreffend Erlass eines Artikels der Bundesverfassung zur Erhebung einer einmaligen Kriegssteuer,1915-06-05T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Direkte Steuern,610,50.08035786,14,Spar- und Sanierungsmassnahmen,Armee (allgemein),56.01611519,94.27392416,1915,Archiv/1915.png
Bundesbeschluss betreffend Revision von Art. 103 der Bundesverfassung und Aufnahme eines Artikels 114bis in die Bundesverfassung,1914-10-24T23:00:00Z,Staatsordnung,100,48.14813263,94,Gerichte,130,47.5891708,5,"Regierung, Verwaltung",#N/A,44.05885684,62.34850911,1914,
"Bundesbeschluss betreffend Revision der Artikel 69 und 31, 2.Absatz, lit.d, der Bundesverfassung (Bekämpfung menschlicher und tierischer Krankheiten)",1913-05-03T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Gesundheitspolitik,1010,46.66984242,9,Beziehungen zwischen Bund und Kantone,#N/A,36.03707762,60.32514232,1913,
Bundesgesetz über die Kranken- und Unfallversicherung,1912-02-03T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,64.25944815,54.36206593,1912,
Volksinitiative «für die Proporzwahl des Nationalrates»,1910-10-22T23:00:00Z,Staatsordnung,100,48.14813263,94,Wahlsystem,120,55.28373256,5,Parlament,#N/A,62.34637523,47.53817515,1910,
Bundesbeschluss betreffend die Aufnahme eines Zusatzartikels 24bis in die Bundesverfassung betreffend die Gesetzgebung des Bundes über die Nutzbarmachung der Wasserkräfte und über die Fortleitung und die Abgabe der elektrischen Energie,1908-10-24T23:00:00Z,Energie,700,44.90049356,23,Wasserkraft,700,50.39011921,3,#N/A,#N/A,47.2040721,84.42878503,1908,
Volksinitiative «für ein Absinthverbot»,1908-07-04T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,#N/A,#N/A,47.78659617,63.48384582,1908,
Bundesbeschluss betreffend Ergänzung der Bundesverfassung bezüglich des Rechts der Gesetzgebung über das Gewerbewesen,1908-07-04T23:00:00Z,Wirtschaft,400,48.27157492,76,Wirtschaftspolitik,400,54.07699461,4,#N/A,#N/A,47.35079582,71.52126959,1908,
Militärorganisation der schweizerischen Eidgenossenschaft,1907-11-02T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Militärorganisation,320,59.74530515,4,#N/A,#N/A,74.65929713,55.21689945,1907,
Bundesgesetz betreffend den Verkehr mit Lebensmitteln und Gebrauchsgegenständen,1906-06-09T23:00:00Z,Wirtschaft,400,48.27157492,76,Konsumentenschutz,410,41.07208848,3,Beziehungen zwischen Bund und Kantone,Gesundheitspolitik,51.4058277,62.5762131,1906,
Bundesbeschluss betreffend Revision des Art. 64 der Bundesverfassung (Ausdehnung des Erfinderschutzes),1905-03-18T23:00:00Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,#N/A,#N/A,39.99116428,70.35376975,1905,
Bundesbeschluss betreffend Abänderung des Art. 32bis der Bundesverfassung,1903-10-24T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Hotellerie und Gastgewerbe,Pflanzliche Produktion,52.23751961,40.73494755,1903,
Volksinitiative «für die Wahl des Nationalrates aufgrund der Schweizer Wohnbevölkerung»,1903-10-24T23:00:00Z,Staatsordnung,100,48.14813263,94,Wahlsystem,120,55.28373256,5,Parlament,#N/A,52.35325899,24.37906185,1903,
Bundesgesetz betreffend Ergänzung des Bundesgesetzes über das Bundesstrafrecht der schweizerischen Eidgenossenschaft vom 4. Februar 1853,1903-10-24T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Armee (allgemein),320,51.70276136,6,Strafrecht,Medienfreiheit,50.56352973,30.82778257,1903,
Bundesgesetz betreffend den schweizerischen Zolltarif,1903-03-14T23:00:00Z,Aussenpolitik,200,50.44954623,33,Zollwesen,260,56.70710927,3,Agrarpolitik,Wirtschaftspolitik,73.27830757,59.59194003,1903,
Bundesbeschluss betreffend die Unterstützung der öffentlichen Primarschule durch den Bund,1902-11-22T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Schulen,1100,39.28786867,6,Beziehungen zwischen Bund und Kantone,#N/A,46.63510801,76.27435132,1902,
Volksinitiative «für die Volkswahl des Bundesrates und die Vermehrung der Mitgliederzahl»,1900-11-03T23:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Wahlsystem,Volksrechte,58.81444527,35.04062932,1900,
Volksinitiative «für die Proporzwahl des Nationalrates»,1900-11-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Wahlsystem,120,55.28373256,5,Parlament,#N/A,58.7626562,40.85535953,1900,
Bundesgesetz betreffend die Kranken- und Unfallversicherung mit Einschluss der Militärversicherung,1900-05-19T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,66.73796476,30.21436925,1900,
Bundesbeschluss betreffend Aufnahme eines Artikels 64bis in die Bundesverfassung,1898-11-12T23:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Beziehungen zwischen Bund und Kantone,#N/A,52.04468208,72.37167133,1898,1898-11-12T23:00:00Z
Bundesbeschluss betreffend Revision des Artikels 64 der Bundesverfassung,1898-11-12T23:00:00Z,Staatsordnung,100,48.14813263,94,Privatrecht,160,49.87401938,3,Beziehungen zwischen Bund und Kantone,#N/A,52.00204339,72.2474337,1898,1898-11-12T23:00:00Z
Bundesgesetz betreffend die Erwerbung und den Betrieb von Eisenbahnen für Rechnung des Bundes und die Organisation der Verwaltung der schweizerischen Bundesbahnen,1898-02-19T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schienenverkehr,800,60.33627349,4,#N/A,#N/A,74.37820223,67.90772668,1898,1898-02-19T23:00:00Z
"Bundesbeschluss betreffend Bundesgesetzgebung über den Verkehr mit Nahrungs- und Genussmitteln und mit solchen Gebrauchs- und Verbrauchsgegenständen, welche das Leben oder die Gesundheit gefährden können",1897-07-10T23:00:00Z,Wirtschaft,400,48.27157492,76,Konsumentenschutz,410,41.07208848,3,Beziehungen zwischen Bund und Kantone,Gesundheitspolitik,37.91943734,65.10704039,1897,1897-07-10T23:00:00Z
Bundesbeschluss über die Revision des Art. 24 der Bundesverfassung,1897-07-10T23:00:00Z,Landwirtschaft,500,46.31987628,38,Forstwirtschaft,500,37.84132139,1,Umweltpolitik,#N/A,37.84132139,63.54314651,1897,1897-07-10T23:00:00Z
Bundesgesetz über die Errichtung der schweizerischen Bundesbank,1897-02-27T23:00:00Z,Staatsordnung,100,48.14813263,94,Nationalbank,130,52.43345897,3,Geld- und Währungspolitik,Beziehungen zwischen Bund und Kantone,61.6988797,43.33477957,1897,1897-02-27T23:00:00Z
Bundesgesetz betreffend die Disciplinarstrafordnung für die eidgenössische Armee,1896-10-03T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Armee (allgemein),320,51.70276136,6,Strafrecht,#N/A,57.58459343,19.88066807,1896,1896-10-03T23:00:00Z
Bundesgesetz über das Rechnungswesen der Eisenbahnen,1896-10-03T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schienenverkehr,800,60.33627349,4,#N/A,#N/A,57.83892341,55.83421918,1896,1896-10-03T23:00:00Z
Bundesgesetz betreffend die Gewährleistung beim Viehhandel,1896-10-03T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,Privatrecht,#N/A,57.60350012,45.54190386,1896,1896-10-03T23:00:00Z
Bundesbeschluss über die Revision der Militärartikel der Bundesverfassung,1895-11-02T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Militärorganisation,320,59.74530515,4,Aufgabenteilung,#N/A,67.87117486,41.98378538,1895,1895-11-02T23:00:00Z
Bundesbeschluss über die Ergänzung der Bundesverfassung durch Zusatzbestimmungen betreffend die Einführung des Zündhölzchenmonopols,1895-09-28T23:00:00Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,Arbeitsbedingungen,Gesundheitspolitik,48.62755433,43.22582436,1895,1895-09-28T23:00:00Z
Bundesgesetz betreffend die Vertretung der Schweiz im Auslande,1895-02-02T23:00:00Z,Aussenpolitik,200,50.44954623,33,Diplomatie,200,52.91376104,2,#N/A,#N/A,46.32766476,41.16155606,1895,1895-02-02T23:00:00Z
Volksinitiative «zur Abgabe eines Teils der Zolleinnahmen an die Kantone»,1894-11-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Beziehungen zwischen Bund und Kantone,150,56.40489911,3,Finanzordnung,#N/A,72.85244477,29.32104551,1894,1894-11-03T23:00:00Z
Volksinitiative «zur Gewährleistung des Rechts auf Arbeit»,1894-06-02T23:00:00Z,Wirtschaft,400,48.27157492,76,Beschäftigungspolitik,420,53.86050916,2,Arbeitslosenversicherung,Grundrechte,57.58912111,19.75172385,1894,1894-06-02T23:00:00Z
Bundesbeschluss vom 20. Dezember 1893 betreffend Ergänzung der Bundesverfassung durch einen Zusatz bezüglich des Rechts der Gesetzgebung über das Gewerbewesen,1894-03-03T23:00:00Z,Wirtschaft,400,48.27157492,76,Wirtschaftspolitik,400,54.07699461,4,#N/A,#N/A,46.78965361,46.12871977,1894,1894-03-03T23:00:00Z
Volksinitiative «Verbot des Schlachtens ohne vorherige Betäubung»,1893-08-19T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,Religion – Kirchen,#N/A,47.40840737,60.10990873,1893,1893-08-19T23:00:00Z
Bundesbeschluss betreffend den Ankauf der schweizerischen Centralbahn,1891-12-05T23:06:32Z,Verkehr und Infrastruktur,800,47.82569784,55,Schienenverkehr,800,60.33627349,4,#N/A,#N/A,,31.11595083,1891,1891-12-05T23:06:32Z
Bundesgesetz betreffend den schweizerischen Zolltarif,1891-10-17T23:06:32Z,Aussenpolitik,200,50.44954623,33,Zollwesen,260,56.70710927,3,Agrarpolitik,Wirtschaftspolitik,,58.05804644,1891,1891-10-17T23:06:32Z
Bundesbeschluss betreffend Revision von Art. 39 der Bundesverfassung,1891-10-17T23:06:32Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,Nationalbank,Beziehungen zwischen Bund und Kantone,,59.34960391,1891,1891-10-17T23:06:32Z
Bundesbeschluss betreffend Revision der Bundesverfassung,1891-07-04T23:06:32Z,Staatsordnung,100,48.14813263,94,Initiative,140,41.52211466,8,Verfassungsgebungsverfahren,#N/A,48.82995057,60.2806724,1891,1891-07-04T23:06:32Z
Bundesgesetz betreffend die arbeitsunfähig gewordenen eidgenössischen Beamten und Angestellten,1891-03-14T23:06:32Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Berufliche Vorsorge,#N/A,62.25936067,20.60233992,1891,1891-03-14T23:06:32Z
Bundesbeschluss betreffend Ergänzung der Bundesverfassung vom 29. Mai 1874 durch einen Zusatz bezüglich des Gesetzgebungsrechtes über Unfall- und Krankenversicherung,1890-10-25T23:06:32Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,53.56042144,75.44136292,1890,1890-10-25T23:06:32Z
Bundesgesetz über Schuldbetreibung und Konkurs,1889-11-16T23:06:32Z,Wirtschaft,400,48.27157492,76,Wirtschaftspolitik,400,54.07699461,4,Privatrecht,#N/A,62.73719233,52.85523908,1889,1889-11-16T23:06:32Z
Bundesbeschluss betreffend Ergänzung des Artikels 64 der Bundesverfassung vom 29. Mai 1874,1887-07-09T23:06:32Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,#N/A,#N/A,40.83585882,77.86186526,1887,1887-07-09T23:06:32Z
Bundesgesetz betreffend gebrannte Wasser,1887-05-14T23:06:32Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Indirekte Steuern,Pflanzliche Produktion,,65.7518766,1887,1887-05-14T23:06:32Z
Bundesbeschluss betreffend theilweise Änderung der Bundesverfassung der schweizerischen Eidgenossenschaft,1885-10-24T23:06:32Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Indirekte Steuern,Pflanzliche Produktion,,59.3867113,1885,1885-10-24T23:06:32Z
